ENSG00000101361.0
ENSG00000109971.0
ENSG00000109971.1
ENSG00000148303.0
ENSG00000148303.1
ENSG00000148303.2
ENSG00000106305.0
ENSG00000130810.0
ENSG00000154545.0
ENSG00000250786.0
ENSG00000145592.0
ENSG00000115053.0
ENSG00000189091.0
ENSG00000100316.0
ENSG00000281398.0
ENSG00000225746.0
ENSG00000225746.1
ENSG00000225746.2
ENSG00000166012.0
hl.0
hl.1
hl.2
hl.3
ENSG00000287458.0
ENSG00000116885.0
ENSG00000137955.0
ENSG00000137955.1
ENSG00000133962.0
ENSG00000240024.0
ENSG00000240024.1
ENSG00000011566.0
ENSG00000197989.0
ENSG00000156976.0
ENSG00000186432.0
ENSG00000245910.0
ENSG00000167721.0
ENSG00000166004.0
ENSG00000147117.0
ENSG00000147246.0
ENSG00000010292.0
ENSG00000114942.0
ENSG00000265681.0
ENSG00000187243.0
ENSG00000168246.0
ENSG00000224078.0
ENSG00000224078.1
ENSG00000102316.0
ENSG00000110700.0
