ENSG00000142494.0
ENSG00000105373.0
ENSG00000147874.0
ENSG00000196756.0
ENSG00000196756.1
ENSG00000196756.2
ENSG00000196756.3
ENSG00000100664.0
ENSG00000247092.0
ENSG00000008988.0
ENSG00000226950.0
ENSG00000111364.0
ENSG00000113013.0
ENSG00000113013.1
ENSG00000107581.0
ENSG00000166441.0
ENSG00000166441.1
ENSG00000175061.0
ENSG00000175061.1
ENSG00000125691.0
ENSG00000125691.1
ENSG00000115053.0
ENSG00000115053.1
ENSG00000115053.2
ENSG00000100814.0
ENSG00000100814.1
ENSG00000100316.0
ENSG00000100316.1
ENSG00000100316.2
ENSG00000177600.0
ENSG00000105640.0
ENSG00000189091.0
ENSG00000189091.1
ENSG00000142534.0
ENSG00000115758.0
ENSG00000251474.0
ENSG00000167721.0
ENSG00000167721.1
ENSG00000167658.0
ENSG00000136270.0
ENSG00000136270.1
ENSG00000075415.0
ENSG00000265681.0
ENSG00000265681.1
ENSG00000265681.2
ENSG00000198563.0
ENSG00000198563.1
ENSG00000288701.0
ENSG00000288701.1
ENSG00000146731.0
ENSG00000146731.1
ENSG00000142937.0
ENSG00000142937.1
ENSG00000142937.2
ENSG00000142937.3
ENSG00000167747.0
ENSG00000167747.1
ENSG00000167747.2
ENSG00000198918.0
ENSG00000215021.0
ENSG00000203875.0
ENSG00000145592.0
ENSG00000242125.0
ENSG00000242125.1
ENSG00000174365.0
ENSG00000174365.1
ENSG00000224032.0
ENSG00000055044.0
ENSG00000055044.1
ENSG00000055044.2
ENSG00000055044.3
ENSG00000177410.0
ENSG00000177410.1
ENSG00000177410.2
ENSG00000114942.0
ENSG00000114942.1
ENSG00000008838.0
ENSG00000125107.0
ENSG00000125107.1
ENSG00000147274.0
ENSG00000214756.0
ENSG00000101361.0
ENSG00000101361.1
ENSG00000101361.2
ENSG00000113732.0
ENSG00000127948.0
ENSG00000110700.0
ENSG00000110700.1
ENSG00000204628.0
ENSG00000281398.0
ENSG00000106305.0
ENSG00000170004.0
ENSG00000232956.0
ENSG00000254256.0
ENSG00000147403.0
ENSG00000250988.0
ENSG00000285877.0
ENSG00000143207.0
ENSG00000142541.0
ENSG00000142541.1
ENSG00000142541.2
ENSG00000142541.3
ENSG00000142207.0
ENSG00000174695.0
ENSG00000120438.0
ENSG00000228409.0
ENSG00000156482.0
ENSG00000173674.0
ENSG00000173674.1
ENSG00000130810.0
ENSG00000130810.1
ENSG00000234912.0
ENSG00000115839.0
ENSG00000186432.0
ENSG00000185246.0
ENSG00000185246.1
ENSG00000109971.0
ENSG00000109971.1
ENSG00000198242.0
ENSG00000198242.1
ENSG00000198242.2
ENSG00000204387.0
ENSG00000204387.1
ENSG00000111642.0
ENSG00000143569.0
ENSG00000060339.0
ENSG00000183495.0
ENSG00000145425.0
ENSG00000145425.1
ENSG00000163162.0
ENSG00000114867.0
ENSG00000166747.0
ENSG00000101868.0
ENSG00000116138.0
ENSG00000197958.0
ENSG00000133962.0
ENSG00000147246.0
ENSG00000120498.0
ENSG00000137955.0
ENSG00000137955.1
ENSG00000137955.2
ENSG00000118873.0
ENSG00000250786.0
ENSG00000287458.0
ENSG00000100888.0
ENSG00000100888.1
ENSG00000110955.0
ENSG00000169239.0
ENSG00000102316.0
ENSG00000075131.0
ENSG00000229267.0
ENSG00000173726.0
ENSG00000109685.0
ENSG00000267321.0
ENSG00000175216.0
ENSG00000121101.0
ENSG00000085978.0
ENSG00000127184.0
ENSG00000132300.0
ENSG00000105186.0
ENSG00000205531.0
