ENSG00000142494.0
ENSG00000080603.0
ENSG00000134046.0
ENSG00000090621.0
ENSG00000228649.0
ENSG00000166012.0
ENSG00000166012.1
ENSG00000166012.2
ENSG00000166012.3
ENSG00000166012.4
ENSG00000166012.5
ENSG00000166012.6
ENSG00000166012.7
ENSG00000130826.0
ENSG00000130826.1
ENSG00000133112.0
ENSG00000133112.1
ENSG00000224078.0
ENSG00000224078.1
ENSG00000224078.2
ENSG00000224078.3
ENSG00000224078.4
ENSG00000224078.5
ENSG00000224078.6
ENSG00000224078.7
ENSG00000224078.8
ENSG00000224078.9
ENSG00000224078.10
ENSG00000224078.11
ENSG00000224078.12
ENSG00000224078.13
ENSG00000224078.14
ENSG00000224078.15
ENSG00000224078.16
ENSG00000224078.17
ENSG00000224078.18
ENSG00000224078.19
ENSG00000224078.20
ENSG00000224078.21
ENSG00000224078.22
ENSG00000224078.23
ENSG00000224078.24
ENSG00000224078.25
ENSG00000224078.26
ENSG00000224078.27
ENSG00000130935.0
ENSG00000205339.0
ENSG00000156976.0
ENSG00000156976.1
ENSG00000156976.2
ENSG00000156976.3
ENSG00000179029.0
ENSG00000110321.0
ENSG00000266402.0
ENSG00000266402.1
ENSG00000138617.0
ENSG00000163597.0
ENSG00000163597.1
ENSG00000163597.2
ENSG00000269893.0
ENSG00000115977.0
ENSG00000161960.0
ENSG00000161960.1
ENSG00000161960.2
ENSG00000140988.0
ENSG00000140988.1
ENSG00000255198.0
ENSG00000099901.0
hl.0
hl.1
hl.2
hl.3
hl.4
hl.5
hl.6
hl.7
hl.8
hl.9
hl.10
hl.11
hl.12
hl.13
hl.14
hl.15
hl.16
hl.17
hl.18
hl.19
hl.20
hl.21
hl.22
hl.23
hl.24
hl.25
hl.26
hl.27
ENSG00000267322.0
ENSG00000117751.0
ENSG00000204469.0
ENSG00000233016.0
ENSG00000233016.1
ENSG00000255717.0
ENSG00000255717.1
ENSG00000255717.2
ENSG00000255717.3
ENSG00000255717.4
ENSG00000255717.5
ENSG00000112306.0
ENSG00000112306.1
ENSG00000112306.2
ENSG00000089006.0
ENSG00000137073.0
ENSG00000137073.1
ENSG00000132680.0
ENSG00000132680.1
ENSG00000196305.0
ENSG00000168028.0
ENSG00000168028.1
ENSG00000174444.0
ENSG00000174444.1
ENSG00000174444.2
ENSG00000174444.3
ENSG00000165417.0
ENSG00000197989.0
ENSG00000197989.1
ENSG00000197989.2
ENSG00000187243.0
ENSG00000234585.0
ENSG00000144713.0
ENSG00000163938.0
ENSG00000163938.1
ENSG00000163938.2
ENSG00000163938.3
ENSG00000139620.0
ENSG00000139620.1
ENSG00000139620.2
ENSG00000133943.0
ENSG00000122406.0
ENSG00000122406.1
ENSG00000148303.0
ENSG00000148303.1
ENSG00000148303.2
ENSG00000148303.3
ENSG00000260260.0
ENSG00000163811.0
ENSG00000163811.1
ENSG00000163811.2
ENSG00000149273.0
ENSG00000149273.1
ENSG00000122026.0
ENSG00000122026.1
