,sno_id,host_id,frel
0,ENSG00000200959,ENSG00000281398,0.993488372093
1,ENSG00000202048,ENSG00000225746,0.163058498388
2,ENSG00000206633,ENSG00000115758,0.00326036329762
3,ENSG00000225091,ENSG00000196756,0.00185356811863
4,ENSG00000274640,ENSG00000224078,0.000925069380204
