,gene_of_interest,len_target_list,target_list,len_ensg_target_list,ensg_target_list,target_std_name_to_ensg_map
207,ENSG00000208308,0,[],0,[],{}
208,ENSG00000208772,18,"['U6', 'U6-62', 'P3H3', 'SRPR', 'SCARNA10', 'SCARNA12', 'SNORD117', 'SNORD12C', 'SNORD20', 'SNORD22', 'SNORD27', 'SNORD31', 'SNORD41', 'SNORD53', 'SNORD81', 'SCARNA14', 'SCARNA17', 'SCARNA7']",147,"['ENSG00000277551', 'ENSG00000276552', 'ENSG00000278793', 'ENSG00000275021', 'ENSG00000278230', 'ENSG00000273752', 'ENSG00000278625', 'ENSG00000275168', 'ENSG00000274708', 'ENSG00000273929', 'ENSG00000278190', 'ENSG00000278411', 'ENSG00000278140', 'ENSG00000278747', 'ENSG00000274597', 'ENSG00000275671', 'ENSG00000277567', 'ENSG00000252379', 'ENSG00000278063', 'ENSG00000277091', 'ENSG00000275782', 'ENSG00000274623', 'ENSG00000262579', 'ENSG00000277642', 'ENSG00000273501', 'ENSG00000278036', 'ENSG00000273519', 'ENSG00000252239', 'ENSG00000274771', 'ENSG00000275304', 'ENSG00000275752', 'ENSG00000277419', 'ENSG00000277660', 'ENSG00000278296', 'ENSG00000276847', 'ENSG00000277262', 'ENSG00000261867', 'ENSG00000275809', 'ENSG00000273624', 'ENSG00000278101', 'ENSG00000278379', 'ENSG00000274323', 'ENSG00000277139', 'ENSG00000275889', 'ENSG00000276339', 'ENSG00000264025', 'ENSG00000266231', 'ENSG00000266435', 'ENSG00000275299', 'ENSG00000273938', 'ENSG00000251771', 'ENSG00000278515', 'ENSG00000277891', 'ENSG00000277546', 'ENSG00000264777', 'ENSG00000263701', 'ENSG00000263367', 'ENSG00000266660', 'ENSG00000266870', 'ENSG00000266626', 'ENSG00000266784', 'ENSG00000263638', 'ENSG00000265048', 'ENSG00000283300', 'ENSG00000263467', 'ENSG00000263896', 'ENSG00000265351', 'ENSG00000263937', 'ENSG00000265921', 'ENSG00000265409', 'ENSG00000263869', 'ENSG00000263598', 'ENSG00000263474', 'ENSG00000264185', 'ENSG00000264557', 'ENSG00000264951', 'ENSG00000265795', 'ENSG00000266886', 'ENSG00000264556', 'ENSG00000265920', 'ENSG00000266375', 'ENSG00000276183', 'ENSG00000288521', 'ENSG00000285386', 'ENSG00000277890', 'ENSG00000277927', 'ENSG00000276138', 'ENSG00000278188', 'ENSG00000277717', 'ENSG00000283527', 'ENSG00000283290', 'ENSG00000283564', 'ENSG00000274385', 'ENSG00000275174', 'ENSG00000283372', 'ENSG00000283249', 'ENSG00000283412', 'ENSG00000283489', 'ENSG00000283271', 'ENSG00000283666', 'ENSG00000283432', 'ENSG00000283499', 'ENSG00000283313', 'ENSG00000275068', 'ENSG00000283502', 'ENSG00000283418', 'ENSG00000278757', 'ENSG00000283414', 'ENSG00000283575', 'ENSG00000283369', 'ENSG00000283337', 'ENSG00000283136', 'ENSG00000283545', 'ENSG00000277613', 'ENSG00000283262', 'ENSG00000283256', 'ENSG00000283509', 'ENSG00000206625', 'ENSG00000199226', 'ENSG00000110811', 'ENSG00000182934', 'ENSG00000239002', 'ENSG00000238795', 'ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785', 'ENSG00000209042', 'ENSG00000207280', 'ENSG00000277194', 'ENSG00000278527', 'ENSG00000252128', 'ENSG00000275996', 'ENSG00000201847', 'ENSG00000209702', 'ENSG00000265145', 'ENSG00000212278', 'ENSG00000199934', 'ENSG00000202023', 'ENSG00000252712', 'ENSG00000251992', 'ENSG00000252139', 'ENSG00000238741']","{'U6': ['ENSG00000277551', 'ENSG00000276552', 'ENSG00000278793', 'ENSG00000275021', 'ENSG00000278230', 'ENSG00000273752', 'ENSG00000278625', 'ENSG00000275168', 'ENSG00000274708', 'ENSG00000273929', 'ENSG00000278190', 'ENSG00000278411', 'ENSG00000278140', 'ENSG00000278747', 'ENSG00000274597', 'ENSG00000275671', 'ENSG00000277567', 'ENSG00000252379', 'ENSG00000278063', 'ENSG00000277091', 'ENSG00000275782', 'ENSG00000274623', 'ENSG00000262579', 'ENSG00000277642', 'ENSG00000273501', 'ENSG00000278036', 'ENSG00000273519', 'ENSG00000252239', 'ENSG00000274771', 'ENSG00000275304', 'ENSG00000275752', 'ENSG00000277419', 'ENSG00000277660', 'ENSG00000278296', 'ENSG00000276847', 'ENSG00000277262', 'ENSG00000261867', 'ENSG00000275809', 'ENSG00000273624', 'ENSG00000278101', 'ENSG00000278379', 'ENSG00000274323', 'ENSG00000277139', 'ENSG00000275889', 'ENSG00000276339', 'ENSG00000264025', 'ENSG00000266231', 'ENSG00000266435', 'ENSG00000275299', 'ENSG00000273938', 'ENSG00000251771', 'ENSG00000278515', 'ENSG00000277891', 'ENSG00000277546', 'ENSG00000264777', 'ENSG00000263701', 'ENSG00000263367', 'ENSG00000266660', 'ENSG00000266870', 'ENSG00000266626', 'ENSG00000266784', 'ENSG00000263638', 'ENSG00000265048', 'ENSG00000283300', 'ENSG00000263467', 'ENSG00000263896', 'ENSG00000265351', 'ENSG00000263937', 'ENSG00000265921', 'ENSG00000265409', 'ENSG00000263869', 'ENSG00000263598', 'ENSG00000263474', 'ENSG00000264185', 'ENSG00000264557', 'ENSG00000264951', 'ENSG00000265795', 'ENSG00000266886', 'ENSG00000264556', 'ENSG00000265920', 'ENSG00000266375', 'ENSG00000276183', 'ENSG00000288521', 'ENSG00000285386', 'ENSG00000277890', 'ENSG00000277927', 'ENSG00000276138', 'ENSG00000278188', 'ENSG00000277717', 'ENSG00000283527', 'ENSG00000283290', 'ENSG00000283564', 'ENSG00000274385', 'ENSG00000275174', 'ENSG00000283372', 'ENSG00000283249', 'ENSG00000283412', 'ENSG00000283489', 'ENSG00000283271', 'ENSG00000283666', 'ENSG00000283432', 'ENSG00000283499', 'ENSG00000283313', 'ENSG00000275068', 'ENSG00000283502', 'ENSG00000283418', 'ENSG00000278757', 'ENSG00000283414', 'ENSG00000283575', 'ENSG00000283369', 'ENSG00000283337', 'ENSG00000283136', 'ENSG00000283545', 'ENSG00000277613', 'ENSG00000283262', 'ENSG00000283256', 'ENSG00000283509', 'ENSG00000206625', 'ENSG00000199226'], 'P3H3': ['ENSG00000110811'], 'SRPR': ['ENSG00000182934'], 'SCARNA10': ['ENSG00000239002'], 'SCARNA12': ['ENSG00000238795'], 'SNORD117': ['ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785'], 'SNORD12C': ['ENSG00000209042'], 'SNORD20': ['ENSG00000207280'], 'SNORD22': ['ENSG00000277194', 'ENSG00000278527'], 'SNORD27': ['ENSG00000252128', 'ENSG00000275996'], 'SNORD31': ['ENSG00000201847'], 'SNORD41': ['ENSG00000209702'], 'SNORD53': ['ENSG00000265145'], 'SNORD81': ['ENSG00000212278', 'ENSG00000199934', 'ENSG00000202023'], 'SCARNA14': ['ENSG00000252712'], 'SCARNA17': ['ENSG00000251992', 'ENSG00000252139'], 'SCARNA7': ['ENSG00000238741']}"
209,ENSG00000208797,0,[],0,[],{}
210,ENSG00000208839,1,['U7-7'],8,"['ENSG00000251964', 'ENSG00000275268', 'ENSG00000275635', 'ENSG00000275108', 'ENSG00000272215', 'ENSG00000276376', 'ENSG00000273629', 'ENSG00000275504']","{'U7': ['ENSG00000251964', 'ENSG00000275268', 'ENSG00000275635', 'ENSG00000275108', 'ENSG00000272215', 'ENSG00000276376', 'ENSG00000273629', 'ENSG00000275504']}"
211,ENSG00000208883,0,[],0,[],{}
212,ENSG00000208892,1,['SNHG8'],1,['ENSG00000269893'],{'SNHG8': ['ENSG00000269893']}
213,ENSG00000209042,8,"['RN7SK', 'TET2', 'SNORD12', 'SNORD12B', 'SNORD94', 'SCARNA14', 'SNHG1', 'ZFAS1']",8,"['ENSG00000283293', 'ENSG00000168769', 'ENSG00000212304', 'ENSG00000222365', 'ENSG00000208772', 'ENSG00000252712', 'ENSG00000255717', 'ENSG00000177410']","{'RN7SK': ['ENSG00000283293'], 'TET2': ['ENSG00000168769'], 'SNORD12': ['ENSG00000212304'], 'SNORD12B': ['ENSG00000222365'], 'SNORD94': ['ENSG00000208772'], 'SCARNA14': ['ENSG00000252712'], 'SNHG1': ['ENSG00000255717'], 'ZFAS1': ['ENSG00000177410']}"
214,ENSG00000209480,6,"['RNU6ATAC', 'CYTH1', 'NOP14', 'SNORA48', 'SNORA65', 'U17_SNRNA']",6,"['ENSG00000221676', 'ENSG00000108669', 'ENSG00000087269', 'ENSG00000209582', 'ENSG00000212445', 'ENSG00000201302']","{'RNU6ATAC': ['ENSG00000221676'], 'CYTH1': ['ENSG00000108669'], 'NOP14': ['ENSG00000087269'], 'SNORA48': ['ENSG00000209582', 'ENSG00000212445'], 'SNORA65': ['ENSG00000201302'], 'U17_SNRNA': []}"
215,ENSG00000209482,6,"['FREM1', 'GLI2', 'SLC26A6', 'SNORD117', 'SNORD43', 'TRNA-ILE-ATA_TRNA']",12,"['ENSG00000164946', 'ENSG00000074047', 'ENSG00000225697', 'ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785', 'ENSG00000263764']","{'FREM1': ['ENSG00000164946'], 'GLI2': ['ENSG00000074047'], 'SLC26A6': ['ENSG00000225697'], 'SNORD117': ['ENSG00000265849', 'ENSG00000265116', 'ENSG00000263358', 'ENSG00000266419', 'ENSG00000263359', 'ENSG00000263625', 'ENSG00000266295', 'ENSG00000201785'], 'SNORD43': ['ENSG00000263764'], 'TRNA-ILE-ATA_TRNA': []}"
216,ENSG00000209582,1,['MICALL2'],1,['ENSG00000164877'],{'MICALL2': ['ENSG00000164877']}
217,ENSG00000209645,2,"['SCARNA10', 'SNORD78']",1,['ENSG00000239002'],"{'SCARNA10': ['ENSG00000239002'], 'SNORD78': []}"
218,ENSG00000209702,17,"['RNU12', 'PVRL1', 'SCARNA12', 'SNORD20', 'SNORD28', 'SNORD31', 'SNORD37', 'SNORD44', 'SNORD51', 'SNORD53', 'SNORD60', 'SNORD94', 'SCARNA14', 'SCARNA17', 'SCARNA7', 'SNHG12', 'pRNA']",20,"['ENSG00000276027', 'ENSG00000201659', 'ENSG00000110400', 'ENSG00000238795', 'ENSG00000207280', 'ENSG00000274544', 'ENSG00000201847', 'ENSG00000206775', 'ENSG00000283671', 'ENSG00000207047', 'ENSG00000207047;ENSG00000281780', 'ENSG00000265145', 'ENSG00000206630', 'ENSG00000206630;ENSG00000281010', 'ENSG00000208772', 'ENSG00000252712', 'ENSG00000251992', 'ENSG00000252139', 'ENSG00000238741', 'ENSG00000197989']","{'RNU12': ['ENSG00000276027', 'ENSG00000201659'], 'PVRL1': ['ENSG00000110400'], 'SCARNA12': ['ENSG00000238795'], 'SNORD20': ['ENSG00000207280'], 'SNORD28': ['ENSG00000274544'], 'SNORD31': ['ENSG00000201847'], 'SNORD37': ['ENSG00000206775'], 'SNORD44': [], 'SNORD51': ['ENSG00000283671', 'ENSG00000207047', 'ENSG00000207047;ENSG00000281780'], 'SNORD53': ['ENSG00000265145'], 'SNORD60': ['ENSG00000206630', 'ENSG00000206630;ENSG00000281010'], 'SNORD94': ['ENSG00000208772'], 'SCARNA14': ['ENSG00000252712'], 'SCARNA17': ['ENSG00000251992', 'ENSG00000252139'], 'SCARNA7': ['ENSG00000238741'], 'SNHG12': ['ENSG00000197989'], 'pRNA': []}"
219,ENSG00000210825,1,['U1.10-151'],0,[],{'U1-10': []}
220,ENSG00000212135,5,"['RNU6-966P', 'U6', 'U6-60', 'U6.6-60', 'BRAT1']",122,"['ENSG00000252288', 'ENSG00000277551', 'ENSG00000276552', 'ENSG00000278793', 'ENSG00000275021', 'ENSG00000278230', 'ENSG00000273752', 'ENSG00000278625', 'ENSG00000275168', 'ENSG00000274708', 'ENSG00000273929', 'ENSG00000278190', 'ENSG00000278411', 'ENSG00000278140', 'ENSG00000278747', 'ENSG00000274597', 'ENSG00000275671', 'ENSG00000277567', 'ENSG00000252379', 'ENSG00000278063', 'ENSG00000277091', 'ENSG00000275782', 'ENSG00000274623', 'ENSG00000262579', 'ENSG00000277642', 'ENSG00000273501', 'ENSG00000278036', 'ENSG00000273519', 'ENSG00000252239', 'ENSG00000274771', 'ENSG00000275304', 'ENSG00000275752', 'ENSG00000277419', 'ENSG00000277660', 'ENSG00000278296', 'ENSG00000276847', 'ENSG00000277262', 'ENSG00000261867', 'ENSG00000275809', 'ENSG00000273624', 'ENSG00000278101', 'ENSG00000278379', 'ENSG00000274323', 'ENSG00000277139', 'ENSG00000275889', 'ENSG00000276339', 'ENSG00000264025', 'ENSG00000266231', 'ENSG00000266435', 'ENSG00000275299', 'ENSG00000273938', 'ENSG00000251771', 'ENSG00000278515', 'ENSG00000277891', 'ENSG00000277546', 'ENSG00000264777', 'ENSG00000263701', 'ENSG00000263367', 'ENSG00000266660', 'ENSG00000266870', 'ENSG00000266626', 'ENSG00000266784', 'ENSG00000263638', 'ENSG00000265048', 'ENSG00000283300', 'ENSG00000263467', 'ENSG00000263896', 'ENSG00000265351', 'ENSG00000263937', 'ENSG00000265921', 'ENSG00000265409', 'ENSG00000263869', 'ENSG00000263598', 'ENSG00000263474', 'ENSG00000264185', 'ENSG00000264557', 'ENSG00000264951', 'ENSG00000265795', 'ENSG00000266886', 'ENSG00000264556', 'ENSG00000265920', 'ENSG00000266375', 'ENSG00000276183', 'ENSG00000288521', 'ENSG00000285386', 'ENSG00000277890', 'ENSG00000277927', 'ENSG00000276138', 'ENSG00000278188', 'ENSG00000277717', 'ENSG00000283527', 'ENSG00000283290', 'ENSG00000283564', 'ENSG00000274385', 'ENSG00000275174', 'ENSG00000283372', 'ENSG00000283249', 'ENSG00000283412', 'ENSG00000283489', 'ENSG00000283271', 'ENSG00000283666', 'ENSG00000283432', 'ENSG00000283499', 'ENSG00000283313', 'ENSG00000275068', 'ENSG00000283502', 'ENSG00000283418', 'ENSG00000278757', 'ENSG00000283414', 'ENSG00000283575', 'ENSG00000283369', 'ENSG00000283337', 'ENSG00000283136', 'ENSG00000283545', 'ENSG00000277613', 'ENSG00000283262', 'ENSG00000283256', 'ENSG00000283509', 'ENSG00000206625', 'ENSG00000199226', 'ENSG00000272055', 'ENSG00000106009']","{'RNU6-966P': ['ENSG00000252288'], 'U6': ['ENSG00000277551', 'ENSG00000276552', 'ENSG00000278793', 'ENSG00000275021', 'ENSG00000278230', 'ENSG00000273752', 'ENSG00000278625', 'ENSG00000275168', 'ENSG00000274708', 'ENSG00000273929', 'ENSG00000278190', 'ENSG00000278411', 'ENSG00000278140', 'ENSG00000278747', 'ENSG00000274597', 'ENSG00000275671', 'ENSG00000277567', 'ENSG00000252379', 'ENSG00000278063', 'ENSG00000277091', 'ENSG00000275782', 'ENSG00000274623', 'ENSG00000262579', 'ENSG00000277642', 'ENSG00000273501', 'ENSG00000278036', 'ENSG00000273519', 'ENSG00000252239', 'ENSG00000274771', 'ENSG00000275304', 'ENSG00000275752', 'ENSG00000277419', 'ENSG00000277660', 'ENSG00000278296', 'ENSG00000276847', 'ENSG00000277262', 'ENSG00000261867', 'ENSG00000275809', 'ENSG00000273624', 'ENSG00000278101', 'ENSG00000278379', 'ENSG00000274323', 'ENSG00000277139', 'ENSG00000275889', 'ENSG00000276339', 'ENSG00000264025', 'ENSG00000266231', 'ENSG00000266435', 'ENSG00000275299', 'ENSG00000273938', 'ENSG00000251771', 'ENSG00000278515', 'ENSG00000277891', 'ENSG00000277546', 'ENSG00000264777', 'ENSG00000263701', 'ENSG00000263367', 'ENSG00000266660', 'ENSG00000266870', 'ENSG00000266626', 'ENSG00000266784', 'ENSG00000263638', 'ENSG00000265048', 'ENSG00000283300', 'ENSG00000263467', 'ENSG00000263896', 'ENSG00000265351', 'ENSG00000263937', 'ENSG00000265921', 'ENSG00000265409', 'ENSG00000263869', 'ENSG00000263598', 'ENSG00000263474', 'ENSG00000264185', 'ENSG00000264557', 'ENSG00000264951', 'ENSG00000265795', 'ENSG00000266886', 'ENSG00000264556', 'ENSG00000265920', 'ENSG00000266375', 'ENSG00000276183', 'ENSG00000288521', 'ENSG00000285386', 'ENSG00000277890', 'ENSG00000277927', 'ENSG00000276138', 'ENSG00000278188', 'ENSG00000277717', 'ENSG00000283527', 'ENSG00000283290', 'ENSG00000283564', 'ENSG00000274385', 'ENSG00000275174', 'ENSG00000283372', 'ENSG00000283249', 'ENSG00000283412', 'ENSG00000283489', 'ENSG00000283271', 'ENSG00000283666', 'ENSG00000283432', 'ENSG00000283499', 'ENSG00000283313', 'ENSG00000275068', 'ENSG00000283502', 'ENSG00000283418', 'ENSG00000278757', 'ENSG00000283414', 'ENSG00000283575', 'ENSG00000283369', 'ENSG00000283337', 'ENSG00000283136', 'ENSG00000283545', 'ENSG00000277613', 'ENSG00000283262', 'ENSG00000283256', 'ENSG00000283509', 'ENSG00000206625', 'ENSG00000199226'], 'U6-6': ['ENSG00000272055'], 'BRAT1': ['ENSG00000106009']}"
221,ENSG00000212158,1,['RNPEP'],1,['ENSG00000176393'],{'RNPEP': ['ENSG00000176393']}
222,ENSG00000212163,0,[],0,[],{}
223,ENSG00000212195,0,[],0,[],{}
224,ENSG00000212232,1,['RADIL'],1,['ENSG00000157927'],{'RADIL': ['ENSG00000157927']}
225,ENSG00000212273,0,[],0,[],{}
226,ENSG00000212283,2,"['SNORD46', 'AC008521']",1,['ENSG00000200913'],"{'SNORD46': ['ENSG00000200913'], 'AC008521': []}"
227,ENSG00000212296,1,['SNORD48'],5,"['ENSG00000263864', 'ENSG00000264086', 'ENSG00000264202', 'ENSG00000265732', 'ENSG00000201823']","{'SNORD48': ['ENSG00000263864', 'ENSG00000264086', 'ENSG00000264202', 'ENSG00000265732', 'ENSG00000201823']}"
228,ENSG00000212304,5,"['GOLGA3', 'SNORD12B', 'SNORD12C', 'Vault', 'ZFAS1']",9,"['ENSG00000090615', 'ENSG00000222365', 'ENSG00000209042', 'ENSG00000283129', 'ENSG00000252283', 'ENSG00000278815', 'ENSG00000252485', 'ENSG00000252328', 'ENSG00000177410']","{'GOLGA3': ['ENSG00000090615'], 'SNORD12B': ['ENSG00000222365'], 'SNORD12C': ['ENSG00000209042'], 'Vault': ['ENSG00000283129', 'ENSG00000252283', 'ENSG00000278815', 'ENSG00000252485', 'ENSG00000252328'], 'ZFAS1': ['ENSG00000177410']}"
229,ENSG00000212309,0,[],0,[],{}
230,ENSG00000212402,1,['SNORA74'],4,"['ENSG00000252305', 'ENSG00000252917', 'ENSG00000252129', 'ENSG00000272025']","{'SNORA74': ['ENSG00000252305', 'ENSG00000252917', 'ENSG00000252129', 'ENSG00000272025']}"
231,ENSG00000212421,0,[],0,[],{}
232,ENSG00000212443,0,[],0,[],{}
233,ENSG00000212447,0,[],0,[],{}
234,ENSG00000212452,0,[],0,[],{}
235,ENSG00000212455,0,[],0,[],{}
236,ENSG00000212464,0,[],0,[],{}
237,ENSG00000212534,0,[],0,[],{}
238,ENSG00000212588,0,[],0,[],{}
239,ENSG00000212607,1,['U4atac.3-43'],0,[],{'U4atac-3': []}
240,ENSG00000212626,1,['SLC2A1'],1,['ENSG00000117394'],{'SLC2A1': ['ENSG00000117394']}
241,ENSG00000220988,6,"['RP11-299H22', 'FGFR3', 'IL12B', 'SNORA70', 'GAS5', 'SNHG6']",32,"['ENSG00000068078', 'ENSG00000113302', 'ENSG00000207165', 'ENSG00000251925', 'ENSG00000251796', 'ENSG00000252199', 'ENSG00000285264', 'ENSG00000201376', 'ENSG00000252258', 'ENSG00000207098', 'ENSG00000276094', 'ENSG00000206661', 'ENSG00000207244', 'ENSG00000252505', 'ENSG00000206886', 'ENSG00000252657', 'ENSG00000253027', 'ENSG00000200237', 'ENSG00000206958', 'ENSG00000252724', 'ENSG00000252014', 'ENSG00000252526', 'ENSG00000251893', 'ENSG00000278010', 'ENSG00000252969', 'ENSG00000252133', 'ENSG00000201945', 'ENSG00000202379', 'ENSG00000202389', 'ENSG00000253042', 'ENSG00000234741', 'ENSG00000245910']","{'RP11-299H22': [], 'FGFR3': ['ENSG00000068078'], 'IL12B': ['ENSG00000113302'], 'SNORA70': ['ENSG00000207165', 'ENSG00000251925', 'ENSG00000251796', 'ENSG00000252199', 'ENSG00000285264', 'ENSG00000201376', 'ENSG00000252258', 'ENSG00000207098', 'ENSG00000276094', 'ENSG00000206661', 'ENSG00000207244', 'ENSG00000252505', 'ENSG00000206886', 'ENSG00000252657', 'ENSG00000253027', 'ENSG00000200237', 'ENSG00000206958', 'ENSG00000252724', 'ENSG00000252014', 'ENSG00000252526', 'ENSG00000251893', 'ENSG00000278010', 'ENSG00000252969', 'ENSG00000252133', 'ENSG00000201945', 'ENSG00000202379', 'ENSG00000202389', 'ENSG00000253042'], 'GAS5': ['ENSG00000234741'], 'SNHG6': ['ENSG00000245910']}"
242,ENSG00000221040,1,['TPPP'],1,['ENSG00000171368'],{'TPPP': ['ENSG00000171368']}
243,ENSG00000221066,0,[],0,[],{}
244,ENSG00000221102,0,[],0,[],{}
245,ENSG00000221116,3,"['DEAF1', 'MBOAT2', 'SNHG1']",4,"['ENSG00000282712', 'ENSG00000177030', 'ENSG00000143797', 'ENSG00000255717']","{'DEAF1': ['ENSG00000282712', 'ENSG00000177030'], 'MBOAT2': ['ENSG00000143797'], 'SNHG1': ['ENSG00000255717']}"
246,ENSG00000221164,0,[],0,[],{}
247,ENSG00000221241,2,"['STRN4', 'GAS5']",2,"['ENSG00000090372', 'ENSG00000234741']","{'STRN4': ['ENSG00000090372'], 'GAS5': ['ENSG00000234741']}"
248,ENSG00000221303,4,"['U6-31', 'U6-86', 'U6.6-31', 'U6.6-86']",120,"['ENSG00000277551', 'ENSG00000276552', 'ENSG00000278793', 'ENSG00000275021', 'ENSG00000278230', 'ENSG00000273752', 'ENSG00000278625', 'ENSG00000275168', 'ENSG00000274708', 'ENSG00000273929', 'ENSG00000278190', 'ENSG00000278411', 'ENSG00000278140', 'ENSG00000278747', 'ENSG00000274597', 'ENSG00000275671', 'ENSG00000277567', 'ENSG00000252379', 'ENSG00000278063', 'ENSG00000277091', 'ENSG00000275782', 'ENSG00000274623', 'ENSG00000262579', 'ENSG00000277642', 'ENSG00000273501', 'ENSG00000278036', 'ENSG00000273519', 'ENSG00000252239', 'ENSG00000274771', 'ENSG00000275304', 'ENSG00000275752', 'ENSG00000277419', 'ENSG00000277660', 'ENSG00000278296', 'ENSG00000276847', 'ENSG00000277262', 'ENSG00000261867', 'ENSG00000275809', 'ENSG00000273624', 'ENSG00000278101', 'ENSG00000278379', 'ENSG00000274323', 'ENSG00000277139', 'ENSG00000275889', 'ENSG00000276339', 'ENSG00000264025', 'ENSG00000266231', 'ENSG00000266435', 'ENSG00000275299', 'ENSG00000273938', 'ENSG00000251771', 'ENSG00000278515', 'ENSG00000277891', 'ENSG00000277546', 'ENSG00000264777', 'ENSG00000263701', 'ENSG00000263367', 'ENSG00000266660', 'ENSG00000266870', 'ENSG00000266626', 'ENSG00000266784', 'ENSG00000263638', 'ENSG00000265048', 'ENSG00000283300', 'ENSG00000263467', 'ENSG00000263896', 'ENSG00000265351', 'ENSG00000263937', 'ENSG00000265921', 'ENSG00000265409', 'ENSG00000263869', 'ENSG00000263598', 'ENSG00000263474', 'ENSG00000264185', 'ENSG00000264557', 'ENSG00000264951', 'ENSG00000265795', 'ENSG00000266886', 'ENSG00000264556', 'ENSG00000265920', 'ENSG00000266375', 'ENSG00000276183', 'ENSG00000288521', 'ENSG00000285386', 'ENSG00000277890', 'ENSG00000277927', 'ENSG00000276138', 'ENSG00000278188', 'ENSG00000277717', 'ENSG00000283527', 'ENSG00000283290', 'ENSG00000283564', 'ENSG00000274385', 'ENSG00000275174', 'ENSG00000283372', 'ENSG00000283249', 'ENSG00000283412', 'ENSG00000283489', 'ENSG00000283271', 'ENSG00000283666', 'ENSG00000283432', 'ENSG00000283499', 'ENSG00000283313', 'ENSG00000275068', 'ENSG00000283502', 'ENSG00000283418', 'ENSG00000278757', 'ENSG00000283414', 'ENSG00000283575', 'ENSG00000283369', 'ENSG00000283337', 'ENSG00000283136', 'ENSG00000283545', 'ENSG00000277613', 'ENSG00000283262', 'ENSG00000283256', 'ENSG00000283509', 'ENSG00000206625', 'ENSG00000199226', 'ENSG00000272055']","{'U6': ['ENSG00000277551', 'ENSG00000276552', 'ENSG00000278793', 'ENSG00000275021', 'ENSG00000278230', 'ENSG00000273752', 'ENSG00000278625', 'ENSG00000275168', 'ENSG00000274708', 'ENSG00000273929', 'ENSG00000278190', 'ENSG00000278411', 'ENSG00000278140', 'ENSG00000278747', 'ENSG00000274597', 'ENSG00000275671', 'ENSG00000277567', 'ENSG00000252379', 'ENSG00000278063', 'ENSG00000277091', 'ENSG00000275782', 'ENSG00000274623', 'ENSG00000262579', 'ENSG00000277642', 'ENSG00000273501', 'ENSG00000278036', 'ENSG00000273519', 'ENSG00000252239', 'ENSG00000274771', 'ENSG00000275304', 'ENSG00000275752', 'ENSG00000277419', 'ENSG00000277660', 'ENSG00000278296', 'ENSG00000276847', 'ENSG00000277262', 'ENSG00000261867', 'ENSG00000275809', 'ENSG00000273624', 'ENSG00000278101', 'ENSG00000278379', 'ENSG00000274323', 'ENSG00000277139', 'ENSG00000275889', 'ENSG00000276339', 'ENSG00000264025', 'ENSG00000266231', 'ENSG00000266435', 'ENSG00000275299', 'ENSG00000273938', 'ENSG00000251771', 'ENSG00000278515', 'ENSG00000277891', 'ENSG00000277546', 'ENSG00000264777', 'ENSG00000263701', 'ENSG00000263367', 'ENSG00000266660', 'ENSG00000266870', 'ENSG00000266626', 'ENSG00000266784', 'ENSG00000263638', 'ENSG00000265048', 'ENSG00000283300', 'ENSG00000263467', 'ENSG00000263896', 'ENSG00000265351', 'ENSG00000263937', 'ENSG00000265921', 'ENSG00000265409', 'ENSG00000263869', 'ENSG00000263598', 'ENSG00000263474', 'ENSG00000264185', 'ENSG00000264557', 'ENSG00000264951', 'ENSG00000265795', 'ENSG00000266886', 'ENSG00000264556', 'ENSG00000265920', 'ENSG00000266375', 'ENSG00000276183', 'ENSG00000288521', 'ENSG00000285386', 'ENSG00000277890', 'ENSG00000277927', 'ENSG00000276138', 'ENSG00000278188', 'ENSG00000277717', 'ENSG00000283527', 'ENSG00000283290', 'ENSG00000283564', 'ENSG00000274385', 'ENSG00000275174', 'ENSG00000283372', 'ENSG00000283249', 'ENSG00000283412', 'ENSG00000283489', 'ENSG00000283271', 'ENSG00000283666', 'ENSG00000283432', 'ENSG00000283499', 'ENSG00000283313', 'ENSG00000275068', 'ENSG00000283502', 'ENSG00000283418', 'ENSG00000278757', 'ENSG00000283414', 'ENSG00000283575', 'ENSG00000283369', 'ENSG00000283337', 'ENSG00000283136', 'ENSG00000283545', 'ENSG00000277613', 'ENSG00000283262', 'ENSG00000283256', 'ENSG00000283509', 'ENSG00000206625', 'ENSG00000199226'], 'U6-6': ['ENSG00000272055']}"
249,ENSG00000221381,0,[],0,[],{}
250,ENSG00000221420,0,[],0,[],{}
251,ENSG00000221459,1,['U2.1-37'],0,[],{'U2-1': []}
252,ENSG00000221475,0,[],0,[],{}
253,ENSG00000221491,3,"['SNORA22', 'SNORA44', 'SNORA54']",6,"['ENSG00000206634', 'ENSG00000206603', 'ENSG00000199571', 'ENSG00000273544', 'ENSG00000273525', 'ENSG00000207008']","{'SNORA22': ['ENSG00000206634', 'ENSG00000206603', 'ENSG00000199571'], 'SNORA44': ['ENSG00000273544'], 'SNORA54': ['ENSG00000273525', 'ENSG00000207008']}"
